"SpeciesCode","LifeStage","NumberOfFish","ID","EventID","LocationID","StartDate","FieldSeason","Latitude","Longitude","StreamNumber","Watershed","StreamName","ForkLength","FishWeight","FultonConditionFactor","RiverReach"
"SH","YoY",1,339706,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",38,NA,NA,"PacificWay"
"SH","YoY",1,339708,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",75,4.05,0.96,"PacificWay"
"SH","1+",1,339709,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",126,20.78,1.03880470471551,"PacificWay"
"SH","YoY",1,339710,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",53,1.64,1.10158049933838,"PacificWay"
"SH","YoY",1,339711,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",74,4.29,1.05867372120111,"PacificWay"
"SH","YoY",1,339713,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",70,3.75,1.0932944606414,"PacificWay"
"SH","YoY",1,339715,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",73,3.97,1.02052095409712,"PacificWay"
"SH","YoY",1,339716,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",46,1.19,1.22256924467823,"PacificWay"
"SH","YoY",1,339718,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",67,2.73,0.907691438109076,"PacificWay"
"SH","YoY",1,339720,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",58,1.99,1.01992701627783,"PacificWay"
"SH","YoY",1,339721,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",68,3.18,1.01134744555262,"PacificWay"
"SH","1+",1,339725,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",122,17.37,0.95657786334539,"PacificWay"
"SH","YoY",2,339729,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",NA,NA,NA,"PacificWay"
"SH","YoY",1,339731,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",69,3.49,1.06237576443872,"PacificWay"
"SH","YoY",1,339732,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",52,1.23,0.87477241693218,"PacificWay"
"SH","YoY",1,339735,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",70,3.61,1.05247813411079,"PacificWay"
"SH","YoY",1,339736,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",66,2.55,0.886968862175474,"PacificWay"
"SH","YoY",1,339737,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",48,1.21,1.09411168981481,"PacificWay"
"SH","YoY",1,339738,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",73,4.14,1.06422084381916,"PacificWay"
"SH","YoY",1,339739,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",80,5.61,1.095703125,"PacificWay"
"SH","YoY",1,339740,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",69,3.21,0.977142178753093,"PacificWay"
"SH","YoY",1,339741,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",62,3,1.25876942700816,"PacificWay"
"SH","YoY",1,339742,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",50,1.32,1.056,"PacificWay"
"SH","1+",1,339743,14514,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",110,13.07,0.981968444778362,"PacificWay"
"SH","YoY",1,339751,14515,10,2020-08-06,2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem",55,1.72,1.03380916604057,"PacificWay"
"SH","1+",1,339752,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",114,16.39,1.1062783150551,"PacificWay"
"SH","1+",1,339753,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",98,10.68,1.13473127693393,"PacificWay"
"SH","1+",1,339754,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",114,17.23,1.16297592241607,"PacificWay"
"SH","1+",1,339755,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",99,10.62,1.09450798156032,"PacificWay"
"SH","1+",1,339756,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",91,8.3,1.10142242734925,"PacificWay"
"SH","1+",1,339757,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",96,10.38,1.17323133680556,"PacificWay"
"SH","YoY",1,339758,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",78,5.53,1.16530959726226,"PacificWay"
"SH","YoY",1,339759,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",71,4.09,1.14274219009754,"PacificWay"
"SH","YoY",1,339763,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",57,2.02,1.09075397018246,"PacificWay"
"SH","YoY",1,339764,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",69,3.5,1.06541982107035,"PacificWay"
"SH","YoY",1,339765,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",49,1.6,1.35997756037025,"PacificWay"
"SH","YoY",1,339766,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",68,3.3,1.04951150010177,"PacificWay"
"SH","YoY",1,339767,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",53,1.59,1.06799572801709,"PacificWay"
"SH","YoY",1,339768,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",74,4.95,1.2215466013859,"PacificWay"
"SH","YoY",1,339769,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",72,4.02,1.07703189300412,"PacificWay"
"SH","YoY",1,339771,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",57,1.91,1.03135647675668,"PacificWay"
"SH","YoY",1,339772,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",51,1.58,1.19109543086746,"PacificWay"
"SH","YoY",1,339774,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",56,1.95,1.11037718658892,"PacificWay"
"SH","YoY",1,339775,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",52,1.52,1.08101957214383,"PacificWay"
"SH","YoY",1,339776,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",48,1.08,0.9765625,"PacificWay"
"SH","YoY",1,339777,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",51,1.36,1.02524669998718,"PacificWay"
"SH","YoY",1,339779,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",58,1.96,1.00455123211284,"PacificWay"
"SH","1+",1,339780,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",89,7.26,1.02983251745821,"PacificWay"
"SH","1+",1,339781,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",112,14.62,1.04062272230321,"PacificWay"
"SH","YoY",52,339785,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",NA,NA,NA,"PacificWay"
"SH","YoY",1,339789,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",61,2.82,1.24239473788555,"PacificWay"
"SH","YoY",1,339790,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",78,5.07,1.06837606837607,"PacificWay"
"SH","YoY",1,339791,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",84,6.51,1.09835600907029,"PacificWay"
"SH","YoY",1,339792,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",61,2.57,1.13225336041343,"PacificWay"
"SH","YoY",1,339794,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",43,0.94,1.18228583646723,"PacificWay"
"SH","YoY",1,339796,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",51,1.39,1.04786243601631,"PacificWay"
"SH","YoY",1,339797,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",51,1.53,1.15340253748558,"PacificWay"
"SH","YoY",1,339798,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",82,5.51,0.999332569173401,"PacificWay"
"SH","YoY",1,339799,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",47,1.13,1.08839081899001,"PacificWay"
"SH","YoY",1,339800,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",55,1.67,1.00375657400451,"PacificWay"
"SH","1+",1,339801,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",122,20.62,1.13555760173759,"PacificWay"
"SH","1+",1,339802,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",107,15.75,1.28566915610309,"PacificWay"
"SH","1+",1,339803,14516,11,2020-08-06,2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem",90,8.9,1.22085048010974,"PacificWay"
"SH","YoY",1,339819,14518,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",57,1.95,1.05295556527515,"PacificWay"
"SH","YoY",1,339820,14518,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",46,1.04,1.06846387770198,"PacificWay"
"SH","YoY",1,339821,14518,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",38,NA,NA,"PacificWay"
"SH","YoY",1,339822,14518,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",66,3.16,1.0991457272449,"PacificWay"
"SH","YoY",1,339830,14518,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",73,3.99,1.02566211759383,"PacificWay"
"SH","YoY",1,339840,14518,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",71,3.68,1.0281885720193,"PacificWay"
"SH","YoY",1,339844,14519,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",68,3.31,1.05269183798087,"PacificWay"
"SH","YoY",1,339847,14520,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",61,2.56,1.12784770531454,"PacificWay"
"SH","YoY",1,339855,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",56,1.83,1.04204628279883,"PacificWay"
"SH","YoY",1,339856,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",63,2.7,1.07979699816434,"PacificWay"
"SH","YoY",1,339858,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",64,2.59,0.988006591796875,"PacificWay"
"SH","YoY",1,339860,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",63,2.79,1.11579023143649,"PacificWay"
"SH","YoY",1,339861,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",61,2.02,0.889942329974756,"PacificWay"
"SH","YoY",1,339862,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",75,4.48,1.06192592592593,"PacificWay"
"SH","YoY",1,339863,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",56,1.71,0.973715379008746,"PacificWay"
"SH","YoY",1,339864,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",71,4.09,1.14274219009754,"PacificWay"
"SH","YoY",1,339865,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",67,3.48,1.15705721780937,"PacificWay"
"SH","YoY",1,339872,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",64,2.48,0.946044921875,"PacificWay"
"SH","YoY",1,339873,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",58,1.77,0.907171265734553,"PacificWay"
"SH","1+",1,339874,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",86,7.99,1.25617870124643,"PacificWay"
"SH","YoY",1,339875,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",73,4.08,1.04879735332903,"PacificWay"
"SH","YoY",1,339876,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",74,4.3,1.061141492113,"PacificWay"
"SH","1+",1,339877,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",101,11.36,1.1025904080458,"PacificWay"
"SH","YoY",1,339885,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",58,2.19,1.12243224404445,"PacificWay"
"SH","YoY",1,339886,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",63,2.72,1.08779549444704,"PacificWay"
"SH","1+",1,339887,14521,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",108,11.66,0.925608393029518,"PacificWay"
"SH","YoY",1,339892,14523,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",65,3.01,1.09604005461994,"PacificWay"
"SH","YoY",1,339893,14523,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",58,2.06,1.05580384599615,"PacificWay"
"SH","YoY",1,339894,14523,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",60,2.42,1.12037037037037,"PacificWay"
"SH","YoY",1,339899,14524,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",55,1.97,1.18407212622089,"PacificWay"
"SH","YoY",1,339903,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",62,2.73,1.14548017857742,"PacificWay"
"SH","YoY",1,339904,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",68,3.09,0.982724404640749,"PacificWay"
"SH","YoY",1,339905,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",44,0.89,1.04479714500376,"PacificWay"
"SH","YoY",1,339906,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",59,2.04,0.993285584212602,"PacificWay"
"SH","1+",1,339907,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",105,12.22,1.05560954540546,"PacificWay"
"SH","YoY",1,339908,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",62,2.51,1.05317042059682,"PacificWay"
"SH","YoY",1,339909,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",62,2.48,1.04058272632674,"PacificWay"
"SH","YoY",1,339910,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",66,3.36,1.16871191251357,"PacificWay"
"SH","1+",1,339919,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",87,6.4,0.971901418824212,"PacificWay"
"SH","YoY",1,339920,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",53,1.35,0.906788825674886,"PacificWay"
"SH","YoY",1,339921,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",63,2.92,1.16778045727403,"PacificWay"
"SH","1+",1,339930,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",131,23.47,1.04399688446776,"PacificWay"
"SH","YoY",1,339932,14525,22,2020-08-10,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",67,3.15,1.04733627474124,"PacificWay"
"SH","YoY",1,339939,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",52,1.5,1.0667956304051,"Dipsea"
"SH","YoY",1,339940,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",42,0.9,1.21477162293489,"Dipsea"
"SH","YoY",1,339947,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",61,2.16,0.951621501359145,"Dipsea"
"SH","YoY",1,339954,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",49,1.18,1.00298345077306,"Dipsea"
"SH","YoY",1,339955,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",57,1.77,0.955759666942055,"Dipsea"
"SH","1+",1,339956,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",86,6.95,1.09267108556479,"Dipsea"
"SH","YoY",1,339958,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",61,3.1,1.36575308065433,"Dipsea"
"SH","YoY",1,339959,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",59,2.2,1.07119033591555,"Dipsea"
"SH","YoY",1,339961,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",50,1.31,1.048,"Dipsea"
"SH","1+",1,339965,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",90,7.54,1.03429355281207,"Dipsea"
"SH","YoY",1,339967,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",59,2.26,1.10040461780416,"Dipsea"
"SH","YoY",1,339971,14526,47,2020-08-04,2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem",56,1.71,0.973715379008746,"Dipsea"
"SH","YoY",1,339977,14528,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",49,1.11,0.943484432506864,"Dipsea"
"SH","YoY",1,339978,14528,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",49,0.96,0.815986536222152,"Dipsea"
"CO","YoY",1,339979,14529,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",68,3.34,1.06223285161816,"Dipsea"
"SH","YoY",1,339984,14529,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",49,1.25,1.06248246903926,"Dipsea"
"SH","YoY",1,339985,14529,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",49,1.21,1.02848303003,"Dipsea"
"SH","YoY",1,339986,14529,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",55,1.71,1.02779864763336,"Dipsea"
"SH","YoY",1,339987,14529,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",41,1.02,1.47995531115335,"Dipsea"
"SH","YoY",1,339988,14529,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",52,1.41,1.00278789258079,"Dipsea"
"SH","YoY",1,339995,14529,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",69,3.83,1.16587368991413,"Dipsea"
"SH","YoY",1,340001,14530,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",49,1.2,1.01998317027769,"Dipsea"
"SH","YoY",1,340006,14531,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",64,2.68,1.0223388671875,"Dipsea"
"SH","YoY",1,340007,14531,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",47,1.1,1.0594954875124,"Dipsea"
"SH","YoY",1,340008,14531,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",59,1.91,0.929987973453956,"Dipsea"
"SH","YoY",1,340014,14532,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",51,1.27,0.957399491899797,"Dipsea"
"SH","YoY",1,340015,14532,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",44,0.85,0.997839969947408,"Dipsea"
"SH","YoY",1,340022,14532,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",63,2.86,1.14378496842594,"Dipsea"
"SH","YoY",1,340023,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",53,1.5,1.00754313963876,"Dipsea"
"SH","YoY",1,340024,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",47,1,0.963177715920364,"Dipsea"
"SH","YoY",1,340025,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",63,2.65,1.0598007574576,"Dipsea"
"SH","YoY",1,340026,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",39,NA,NA,"Dipsea"
"SH","YoY",1,340027,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",58,2.09,1.07117963016114,"Dipsea"
"CO","YoY",1,340028,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",70,3.49,1.01749271137026,"Dipsea"
"SH","YoY",1,340029,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",58,1.95,0.999425970724507,"Dipsea"
"CO","YoY",1,340030,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",67,3.12,1.03736164355323,"Dipsea"
"SH","YoY",1,340031,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",68,3.41,1.08449521677183,"Dipsea"
"SH","YoY",1,340032,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",44,0.81,0.950882794891059,"Dipsea"
"SH","YoY",1,340033,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",65,2.81,1.02321347291761,"Dipsea"
"SH","1+",1,340034,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",105,11.64,1.00550696469064,"Dipsea"
"SH","YoY",1,340035,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",63,NA,NA,"Dipsea"
"CO","YoY",1,340036,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",78,6.23,1.31281714121951,"Dipsea"
"SH","1+",1,340038,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",97,9.2,1.00802806700757,"Dipsea"
"CO","YoY",1,340039,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",69,3.69,1.12325689707131,"Dipsea"
"SH","1+",1,340041,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",104,13.89,1.2348159421939,"Dipsea"
"SH","YoY",1,340042,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",82,6.49,1.17707230016976,"Dipsea"
"CO","YoY",1,340043,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",71,3.7,1.03377655338897,"Dipsea"
"SH","1+",1,340045,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",89,7.5,1.06387656762212,"Dipsea"
"SH","1+",1,340047,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",113,11.59,0.803245138079849,"Dipsea"
"SH","YoY",11,340048,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",NA,NA,NA,"Dipsea"
"SH","1+",1,340050,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",108,10.82,0.858926484783824,"Dipsea"
"SH","YoY",1,340053,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",54,1.61,1.02245592643398,"Dipsea"
"SH","YoY",1,340054,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",66,3.04,1.0574060160837,"Dipsea"
"SH","1+",1,340055,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",122,NA,NA,"Dipsea"
"SH","1+",1,340058,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",109,13.53,1.04476424852262,"Dipsea"
"SH","YoY",1,340061,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",67,3.14,1.04401139767857,"Dipsea"
"SH","1+",1,340062,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",125,19.51,0.998912,"Dipsea"
"SH","1+",1,340063,14533,48,2020-08-12,2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem",129,20.74,0.966139016876688,"Dipsea"
