"Sample_ID","BasinWideUnit","Creek","SpeciesCode","FieldSeason","LifeStage","ForkLength","FishWeight","FultonConditionFactor","Latitude","Longitude","HabitatType","Length_m","EstWidth_m","EstSurfaceArea_msq","MaxDepth_m","CrestDepth_m","ResidualPoolDepth_m","SectionNum","RiverReach","Gastropoda_snail","Isopoda","Megaloptera","Coleoptera","Diptera","Littorinimorpha","Hemiptera","Trichoptera","Araneae","Amphipoda","Hymenoptera","Psocodea","Ephemeroptera","Plecoptera","Lepidoptera","Acari","Neuroptera","Oligochaeta","Bivalvia","Decapoda","Annelida","Odonata","Diplopoda","Thysanoptera","Siphonaptera","Slug","Salmoniformes","Collembola","Orthoptera"
593.4,593,"Redwood Creek Mainstem","SH","2020","1+",81,5.83,1.097017355,37.892846,-122.573028,"Mid-Channel Pool",34.6,3.7,128.02,0.86,0.07,0.79,54,"Dipsea",0,0,0,0,24,0,0,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
593.5,593,"Redwood Creek Mainstem","CO","2020","YoY",65,2.94,1.070550751,37.892846,-122.573028,"Mid-Channel Pool",34.6,3.7,128.02,0.86,0.07,0.79,54,"Dipsea",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593.6,593,"Redwood Creek Mainstem","SH","2020","1+",86,7.06,1.10996516,37.892846,-122.573028,"Mid-Channel Pool",34.6,3.7,128.02,0.86,0.07,0.79,54,"Dipsea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645.1,645,"Redwood Creek Mainstem","SH","2020","YoY",60,2.31,1.069444444,37.896938,-122.575001,"Scour Pool",24,4.7,112.8,1.09,0.1,0.99,60,"Dipsea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645.2,645,"Redwood Creek Mainstem","SH","2020","YoY",55,1.7,1.021788129,37.896938,-122.575001,"Scour Pool",24,4.7,112.8,1.09,0.1,0.99,60,"Dipsea",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645.3,645,"Redwood Creek Mainstem","SH","2020","1+",121,17.54,0.990087273,37.896938,-122.575001,"Scour Pool",24,4.7,112.8,1.09,0.1,0.99,60,"Dipsea",0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645.4,645,"Redwood Creek Mainstem","SH","2020","YoY",55,1.75,1.051840721,37.896938,-122.575001,"Scour Pool",24,4.7,112.8,1.09,0.1,0.99,60,"Dipsea",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645.5,645,"Redwood Creek Mainstem","SH","2020","1+",86,6.76,1.062799502,37.896938,-122.575001,"Scour Pool",24,4.7,112.8,1.09,0.1,0.99,60,"Dipsea",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645.6,645,"Redwood Creek Mainstem","SH","2020","1+",133,21.73,0.923644404,37.896938,-122.575001,"Scour Pool",24,4.7,112.8,1.09,0.1,0.99,60,"Dipsea",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645.7,645,"Redwood Creek Mainstem","SH","2020","YoY",54,1.58,1.003403953,37.896938,-122.575001,"Scour Pool",24,4.7,112.8,1.09,0.1,0.99,60,"Dipsea",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663.1,663,"Redwood Creek Mainstem","SH","2020","YoY",61,2.18,0.960432812,37.897776,-122.57541,"Flatwater",15.2,3.6,54.72,0.25,0.1,0.15,61,"Dipsea",0,0,0,0,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663.2,663,"Redwood Creek Mainstem","SH","2020","YoY",52,1.42,1.009899863,37.897776,-122.57541,"Flatwater",15.2,3.6,54.72,0.25,0.1,0.15,61,"Dipsea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678.1,678,"Redwood Creek Mainstem","SH","2020","YoY",70,3.6,1.049562682,37.899186,-122.576559,"Scour Pool",7.5,4.6,34.5,0.82,0.1,0.72,63,"Dipsea",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
678.2,678,"Redwood Creek Mainstem","SH","2020","YoY",64,2.66,1.014709473,37.899186,-122.576559,"Scour Pool",7.5,4.6,34.5,0.82,0.1,0.72,63,"Dipsea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680.1,680,"Redwood Creek Mainstem","SH","2020","YoY",58,2.22,1.137808028,37.899186,-122.576559,"Flatwater",6,1.8,10.8,0.22,0.1,0.12,63,"Dipsea",0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683.1,683,"Redwood Creek Mainstem","SH","2020","YoY",61,2.47,1.088196809,37.899186,-122.576559,"Riffle",12.1,2.3,27.83,NA,NA,NA,63,"Dipsea",0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683.2,683,"Redwood Creek Mainstem","SH","2020","1+",87,7.04,1.069091561,37.899186,-122.576559,"Riffle",12.1,2.3,27.83,NA,NA,NA,63,"Dipsea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.01,53,"Redwood Creek Mainstem","SH","2022","YoY",63,3.13,1.25176466824237,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.02,53,"Redwood Creek Mainstem","SH","2022","YoY",60,2.6,1.2037037037037,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.03,53,"Redwood Creek Mainstem","SH","2022","YoY",63,2.77,1.10779173515379,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.04,53,"Redwood Creek Mainstem","CO","2022","YoY",87,8.22,1.24828588480235,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,0,1,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.05,53,"Redwood Creek Mainstem","CO","2022","YoY",78,5.76,1.21377636170536,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53.06,53,"Redwood Creek Mainstem","CO","2022","YoY",81,7.05,1.32658187832704,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,3,4,6,0,1,5,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.07,53,"Redwood Creek Mainstem","SH","2022","YoY",65,3.04,1.10696404187528,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",3,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.08,53,"Redwood Creek Mainstem","CO","2022","YoY",68,3.67,1.16718400162833,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,1,3,2,0,0,0,4,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
53.09,53,"Redwood Creek Mainstem","SH","2022","YoY",92,8.9,1.14294813840717,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.1,53,"Redwood Creek Mainstem","CO","2022","YoY",72,4.46,1.19491598079561,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.11,53,"Redwood Creek Mainstem","SH","2022","YoY",59,2.27,1.10527366478559,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.12,53,"Redwood Creek Mainstem","SH","2022","YoY",89,7.95,1.12770916167945,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.13,53,"Redwood Creek Mainstem","CH","2022","YoY",72,3.44,0.921639231824417,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.14,53,"Redwood Creek Mainstem","CH","2022","YoY",60,1.89,0.875,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.15,53,"Redwood Creek Mainstem","SH","2022","1+",102,10.09,0.950803235557968,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.16,53,"Redwood Creek Mainstem","CH","2022","YoY",74,4.05,0.999447219315737,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.17,53,"Redwood Creek Mainstem","CO","2022","YoY",85,7.36,1.19845308365561,37.86504,-122.57661,"Mid-Channel Pool",31.3,5.5,172.15,0.58,0.05,0.53,2,"PacificWay",4,0,0,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.01,104,"Redwood Creek Mainstem","SH","2022","1+",98,10.79,1.14641858409336,37.86857,-122.58031,"Mid-Channel Pool",18.6,3.2,59.52,0.7,0.03,0.67,8,"Highway1",1,0,0,0,33,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.01,148,"Redwood Creek Mainstem","SH","2022","1+",164,50.92,1.1544014161141,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",1,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.02,148,"Redwood Creek Mainstem","SH","2022","YoY",75,5.27,1.24918518518519,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.03,148,"Redwood Creek Mainstem","SH","2022","YoY",50,1.32,1.056,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148.04,148,"Redwood Creek Mainstem","SH","2022","YoY",61,2.21,0.973649776853569,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",3,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.05,148,"Redwood Creek Mainstem","SH","2022","YoY",57,1.96,1.05835533740476,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.06,148,"Redwood Creek Mainstem","SH","2022","YoY",51,1.59,1.19863400954384,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.07,148,"Redwood Creek Mainstem","SH","2022","YoY",93,8.7,1.08160928542923,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.08,148,"Redwood Creek Mainstem","SH","2022","YoY",85,7.43,1.20985141461429,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
148.09,148,"Redwood Creek Mainstem","CO","2022","YoY",87,8.53,1.29536235977664,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
148.1,148,"Redwood Creek Mainstem","CO","2022","YoY",68,3.55,1.12901994707918,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",0,0,0,1,4,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.11,148,"Redwood Creek Mainstem","CO","2022","YoY",74,4.55,1.12283576491027,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",0,0,0,1,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.12,148,"Redwood Creek Mainstem","CO","2022","YoY",79,5.54,1.12364336289827,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",0,0,0,4,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.13,148,"Redwood Creek Mainstem","CO","2022","YoY",63,3,1.19977444240483,37.87048,-122.58219,"Mid-Channel Pool",23.5,3.5,82.25,0.85,0.05,0.8,11,"Highway1",0,0,0,1,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175.01,175,"Redwood Creek Mainstem","CH","2022","YoY",64,2.78,1.06048583984375,37.872729,-122.582945,"Mid-Channel Pool",18.7,4,74.8,1.15,0.05,1.1,14,"Highway1",0,0,0,0,2,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
175.02,175,"Redwood Creek Mainstem","SH","2022","1+",161,46.88,1.12333677027739,37.872729,-122.582945,"Mid-Channel Pool",18.7,4,74.8,1.15,0.05,1.1,14,"Highway1",1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
268.01,268,"Redwood Creek Mainstem","CO","2022","YoY",77,5.21,1.14120994539278,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.02,268,"Redwood Creek Mainstem","CO","2022","YoY",64,2.58,0.98419189453125,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",0,0,0,3,19,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
268.03,268,"Redwood Creek Mainstem","CO","2022","YoY",68,3.35,1.06541318949725,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",0,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.04,268,"Redwood Creek Mainstem","CO","2022","YoY",79,5.4,1.09524804325824,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",0,0,0,3,2,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.05,268,"Redwood Creek Mainstem","CO","2022","YoY",73,4.08,1.04879735332903,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.06,268,"Redwood Creek Mainstem","SH","2022","YoY",72,4.09,1.09578617969822,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.07,268,"Redwood Creek Mainstem","SH","2022","YoY",86,7.25,1.1398367439345,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.08,268,"Redwood Creek Mainstem","SH","2022","1+",156,38.1,1.00357811156628,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.09,268,"Redwood Creek Mainstem","SH","2022","YoY",56,1.83,1.04204628279883,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
268.1,268,"Redwood Creek Mainstem","SH","2022","YoY",72,4.03,1.07971107681756,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.11,268,"Redwood Creek Mainstem","SH","2022","YoY",66,3.19,1.1095806550352,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.12,268,"Redwood Creek Mainstem","SH","2022","YoY",61,2.48,1.09260246452346,37.87735,-122.580176,"Mid-Channel Pool",22,4.3,94.6,0.82,0.06,0.76,23,"FrankValley",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.01,319,"Redwood Creek Mainstem","CO","2022","YoY",64,3.21,1.22451782226563,37.880083,-122.577204,"Scour Pool",4.8,2.5,12,0.4,0.05,0.35,28,"FrankValley",0,0,0,8,20,0,3,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
319.02,319,"Redwood Creek Mainstem","CO","2022","YoY",75,5.1,1.20888888888889,37.880083,-122.577204,"Scour Pool",4.8,2.5,12,0.4,0.05,0.35,28,"FrankValley",0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.03,319,"Redwood Creek Mainstem","CO","2022","YoY",81,6.34,1.19298285228276,37.880083,-122.577204,"Scour Pool",4.8,2.5,12,0.4,0.05,0.35,28,"FrankValley",0,0,0,3,10,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.04,319,"Redwood Creek Mainstem","SH","2022","YoY",75,5.41,1.28237037037037,37.880083,-122.577204,"Scour Pool",4.8,2.5,12,0.4,0.05,0.35,28,"FrankValley",0,0,0,24,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.05,319,"Redwood Creek Mainstem","SH","2022","YoY",92,9.45,1.21357976493795,37.880083,-122.577204,"Scour Pool",4.8,2.5,12,0.4,0.05,0.35,28,"FrankValley",0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.06,319,"Redwood Creek Mainstem","SH","2022","YoY",65,3.18,1.15794264906691,37.880083,-122.577204,"Scour Pool",4.8,2.5,12,0.4,0.05,0.35,28,"FrankValley",0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.07,319,"Redwood Creek Mainstem","CH","2022","YoY",67,3.09,1.02738701236522,37.880083,-122.577204,"Scour Pool",4.8,2.5,12,0.4,0.05,0.35,28,"FrankValley",0,0,0,1,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.08,319,"Redwood Creek Mainstem","SH","2022","1+",134,26.92,1.11882113158866,37.880083,-122.577204,"Scour Pool",4.8,2.5,12,0.4,0.05,0.35,28,"FrankValley",0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365.01,365,"Redwood Creek Mainstem","SH","2022","1+",173,56.49,1.09102139031546,37.881622,-122.575398,"Mid-Channel Pool",19.8,2.5,49.5,0.3,0.02,0.28,31,"KentCreekTrail",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
365.02,365,"Redwood Creek Mainstem","CO","2022","YoY",74,4.02,0.992043906580064,37.881622,-122.575398,"Mid-Channel Pool",19.8,2.5,49.5,0.3,0.02,0.28,31,"KentCreekTrail",0,0,0,1,3,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365.03,365,"Redwood Creek Mainstem","SH","2022","YoY",70,3.63,1.05830903790087,37.881622,-122.575398,"Mid-Channel Pool",19.8,2.5,49.5,0.3,0.02,0.28,31,"KentCreekTrail",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365.04,365,"Redwood Creek Mainstem","CO","2022","YoY",81,6.18,1.16287602951221,37.881622,-122.575398,"Mid-Channel Pool",19.8,2.5,49.5,0.3,0.02,0.28,31,"KentCreekTrail",0,0,0,5,5,0,1,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365.05,365,"Redwood Creek Mainstem","CO","2022","YoY",74,4.52,1.1154324521746,37.881622,-122.575398,"Mid-Channel Pool",19.8,2.5,49.5,0.3,0.02,0.28,31,"KentCreekTrail",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
365.06,365,"Redwood Creek Mainstem","SH","2022","YoY",64,3.11,1.18637084960938,37.881622,-122.575398,"Mid-Channel Pool",19.8,2.5,49.5,0.3,0.02,0.28,31,"KentCreekTrail",0,0,0,0,5,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365.07,365,"Redwood Creek Mainstem","CO","2022","YoY",68,3.48,1.1067575819255,37.881622,-122.575398,"Mid-Channel Pool",19.8,2.5,49.5,0.3,0.02,0.28,31,"KentCreekTrail",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365.08,365,"Redwood Creek Mainstem","CO","2022","YoY",67,3.6,1.19695574256142,37.881622,-122.575398,"Mid-Channel Pool",19.8,2.5,49.5,0.3,0.02,0.28,31,"KentCreekTrail",0,0,0,1,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365.09,365,"Redwood Creek Mainstem","SH","2022","YoY",63,3.01,1.20377369054618,37.881622,-122.575398,"Mid-Channel Pool",19.8,2.5,49.5,0.3,0.02,0.28,31,"KentCreekTrail",0,0,0,0,2,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365.1,365,"Redwood Creek Mainstem","SH","2022","YoY",80,5.87,1.146484375,37.881622,-122.575398,"Mid-Channel Pool",19.8,2.5,49.5,0.3,0.02,0.28,31,"KentCreekTrail",1,0,0,0,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391.01,391,"Redwood Creek Mainstem","CO","2022","YoY",76,4.77,1.08661976964572,37.882868,-122.574335,"Scour Pool",10.7,2.2,23.54,0.73,0.08,0.65,33,"KentCreekTrail",0,0,0,1,3,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391.02,391,"Redwood Creek Mainstem","CO","2022","YoY",88,7.17,1.05213420360631,37.882868,-122.574335,"Scour Pool",10.7,2.2,23.54,0.73,0.08,0.65,33,"KentCreekTrail",0,0,0,8,18,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391.03,391,"Redwood Creek Mainstem","SH","2022","YoY",86,6.51,1.02349478662256,37.882868,-122.574335,"Scour Pool",10.7,2.2,23.54,0.73,0.08,0.65,33,"KentCreekTrail",0,0,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391.04,391,"Redwood Creek Mainstem","SH","2022","1+",123,21.93,1.17848293295544,37.882868,-122.574335,"Scour Pool",10.7,2.2,23.54,0.73,0.08,0.65,33,"KentCreekTrail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
391.05,391,"Redwood Creek Mainstem","CO","2022","YoY",70,3.53,1.02915451895044,37.882868,-122.574335,"Scour Pool",10.7,2.2,23.54,0.73,0.08,0.65,33,"KentCreekTrail",0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
391.06,391,"Redwood Creek Mainstem","CO","2022","YoY",78,5.78,1.21799086296128,37.882868,-122.574335,"Scour Pool",10.7,2.2,23.54,0.73,0.08,0.65,33,"KentCreekTrail",0,0,0,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391.07,391,"Redwood Creek Mainstem","CO","2022","YoY",82,6.12,1.10996648336501,37.882868,-122.574335,"Scour Pool",10.7,2.2,23.54,0.73,0.08,0.65,33,"KentCreekTrail",0,0,0,1,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
