"SpeciesCode","LifeStage","Count","EventID","LocationID","SnorkelSurveysID","BasinWideUnitSnorkel","StartDate","FieldSeason","Latitude","Longitude","StreamNumber","Watershed","StreamName","HabitatDescriptionSnorkel","Pass","Visibility","TimeElapsed_s","RiverReach"
"SH","YoY",1,14217,30,4754,376,"2020-07-28",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"SH","1+",5,14217,30,4754,376,"2020-07-28",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"CO","YoY",0,14217,30,4754,376,"2020-07-28",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"CO","YoY",0,14218,31,4755,385,"2020-07-28",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"KentCreekTrail"
"SH","YoY",1,14218,31,4755,385,"2020-07-28",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"KentCreekTrail"
"SH","1+",0,14218,31,4755,385,"2020-07-28",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"KentCreekTrail"
"CO","YoY",0,14219,32,4756,397,"2020-07-28",2020,37.884695,-122.570482,"38","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",540,"KentCreekTrail"
"SH","YoY",1,14219,32,4756,397,"2020-07-28",2020,37.884695,-122.570482,"38","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",540,"KentCreekTrail"
"SH","1+",5,14219,32,4756,397,"2020-07-28",2020,37.884695,-122.570482,"38","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",540,"KentCreekTrail"
"CO","YoY",0,14220,33,4757,403,"2020-07-28",2020,37.885065,-122.569617,"39","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"KentCreekTrail"
"SH","YoY",1,14220,33,4757,403,"2020-07-28",2020,37.885065,-122.569617,"39","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"KentCreekTrail"
"SH","1+",17,14220,33,4757,403,"2020-07-28",2020,37.885065,-122.569617,"39","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"KentCreekTrail"
"CO","YoY",0,14221,35,4758,415,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"SH","YoY",1,14221,35,4758,415,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"SH","1+",1,14221,35,4758,415,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"CO","YoY",0,14222,35,4759,422,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"KentCreekTrail"
"SH","YoY",1,14222,35,4759,422,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"KentCreekTrail"
"SH","1+",2,14222,35,4759,422,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"KentCreekTrail"
"CO","YoY",0,14223,35,4760,423,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"KentCreekTrail"
"SH","1+",0,14223,35,4760,423,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"KentCreekTrail"
"SH","YoY",1,14223,35,4760,423,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"KentCreekTrail"
"CO","YoY",0,14224,36,4761,431,"2020-07-28",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"SH","YoY",1,14224,36,4761,431,"2020-07-28",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"SH","1+",15,14224,36,4761,431,"2020-07-28",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"CO","YoY",0,14225,37,4762,443,"2020-07-28",2020,37.885949,-122.567633,"42","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",420,"KentCreekTrail"
"SH","YoY",1,14225,37,4762,443,"2020-07-28",2020,37.885949,-122.567633,"42","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",420,"KentCreekTrail"
"SH","1+",9,14225,37,4762,443,"2020-07-28",2020,37.885949,-122.567633,"42","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",420,"KentCreekTrail"
"CO","YoY",0,14226,39,4763,455,"2020-07-28",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"KentCreekTrail"
"SH","YoY",1,14226,39,4763,455,"2020-07-28",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"KentCreekTrail"
"SH","1+",0,14226,39,4763,455,"2020-07-28",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"KentCreekTrail"
"CO","YoY",0,14227,39,4764,468,"2020-07-28",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"SH","YoY",1,14227,39,4764,468,"2020-07-28",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"SH","1+",3,14227,39,4764,468,"2020-07-28",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"CO","YoY",0,14228,41,4765,482,"2020-07-28",2020,37.888516,-122.567389,"46","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",300,"KentCreekTrail"
"SH","YoY",1,14228,41,4765,482,"2020-07-28",2020,37.888516,-122.567389,"46","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",300,"KentCreekTrail"
"SH","1+",1,14228,41,4765,482,"2020-07-28",2020,37.888516,-122.567389,"46","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",300,"KentCreekTrail"
"CO","YoY",0,14229,17,4766,240,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",120,"PacificWay"
"SH","YoY",1,14229,17,4766,240,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",120,"PacificWay"
"SH","1+",4,14229,17,4766,240,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",120,"PacificWay"
"CO","YoY",0,14229,17,4766,240,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"PacificWay"
"SH","YoY",1,14229,17,4766,240,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"PacificWay"
"SH","1+",3,14229,17,4766,240,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"PacificWay"
"CO","YoY",0,14229,17,4766,240,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".9",120,"PacificWay"
"SH","YoY",1,14229,17,4766,240,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".9",120,"PacificWay"
"SH","1+",4,14229,17,4766,240,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".9",120,"PacificWay"
"SH","1+",3,14230,22,4767,305,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".8",120,"PacificWay"
"SH","YoY",1,14230,22,4767,305,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".8",120,"PacificWay"
"SH","1+",3,14230,22,4767,305,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".8",120,"PacificWay"
"CO","YoY",0,14230,22,4767,305,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".8",120,"PacificWay"
"CO","YoY",0,14230,22,4767,305,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".8",120,"PacificWay"
"SH","1+",4,14230,22,4767,305,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",120,"PacificWay"
"SH","YoY",1,14230,22,4767,305,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",120,"PacificWay"
"CO","YoY",0,14230,22,4767,305,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",120,"PacificWay"
"SH","YoY",1,14230,22,4767,305,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".8",120,"PacificWay"
"CO","YoY",0,14231,25,4768,322,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"KentCreekTrail"
"CO","YoY",0,14231,25,4768,322,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",180,"KentCreekTrail"
"SH","1+",4,14231,25,4768,322,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".8",180,"KentCreekTrail"
"SH","YoY",1,14231,25,4768,322,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".8",180,"KentCreekTrail"
"CO","YoY",0,14231,25,4768,322,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".8",180,"KentCreekTrail"
"SH","YoY",1,14231,25,4768,322,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"KentCreekTrail"
"SH","1+",3,14231,25,4768,322,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",180,"KentCreekTrail"
"SH","YoY",1,14231,25,4768,322,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",180,"KentCreekTrail"
"SH","1+",5,14231,25,4768,322,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"KentCreekTrail"
"SH","YoY",1,14232,31,4769,385,"2020-07-29",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",120,"KentCreekTrail"
"SH","YoY",1,14232,31,4769,385,"2020-07-29",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".9",60,"KentCreekTrail"
"SH","1+",0,14232,31,4769,385,"2020-07-29",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".9",60,"KentCreekTrail"
"SH","1+",0,14232,31,4769,385,"2020-07-29",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",120,"KentCreekTrail"
"SH","1+",0,14232,31,4769,385,"2020-07-29",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",60,"KentCreekTrail"
"SH","YoY",1,14232,31,4769,385,"2020-07-29",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",60,"KentCreekTrail"
"CO","YoY",0,14232,31,4769,385,"2020-07-29",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",60,"KentCreekTrail"
"CO","YoY",0,14232,31,4769,385,"2020-07-29",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".9",60,"KentCreekTrail"
"CO","YoY",0,14232,31,4769,385,"2020-07-29",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",120,"KentCreekTrail"
"SH","YoY",1,14233,36,4770,431,"2020-07-29",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".8",300,"KentCreekTrail"
"SH","1+",15,14233,36,4770,431,"2020-07-29",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".8",240,"KentCreekTrail"
"SH","YoY",1,14233,36,4770,431,"2020-07-29",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".8",240,"KentCreekTrail"
"SH","1+",14,14233,36,4770,431,"2020-07-29",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".8",300,"KentCreekTrail"
"CO","YoY",0,14233,36,4770,431,"2020-07-29",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".8",300,"KentCreekTrail"
"SH","1+",17,14233,36,4770,431,"2020-07-29",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",180,"KentCreekTrail"
"SH","YoY",1,14233,36,4770,431,"2020-07-29",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",180,"KentCreekTrail"
"CO","YoY",0,14233,36,4770,431,"2020-07-29",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",180,"KentCreekTrail"
"CO","YoY",0,14233,36,4770,431,"2020-07-29",2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".8",240,"KentCreekTrail"
"CO","YoY",1,14234,21,4771,284,"2020-07-29",2020,37.880083,-122.577204,"28","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",NA,"PacificWay"
"SH","YoY",1,14234,21,4771,284,"2020-07-29",2020,37.880083,-122.577204,"28","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",NA,"PacificWay"
"SH","1+",1,14234,21,4771,284,"2020-07-29",2020,37.880083,-122.577204,"28","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",NA,"PacificWay"
"CO","YoY",0,14235,42,4772,491,"2020-08-03",2020,37.889411,-122.567447,"47","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"KentCreekTrail"
"SH","YoY",1,14235,42,4772,491,"2020-08-03",2020,37.889411,-122.567447,"47","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"KentCreekTrail"
"SH","1+",13,14235,42,4772,491,"2020-08-03",2020,37.889411,-122.567447,"47","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"KentCreekTrail"
"CO","YoY",0,14236,42,4773,502,"2020-08-03",2020,37.889411,-122.567447,"47","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"KentCreekTrail"
"SH","1+",0,14236,42,4773,502,"2020-08-03",2020,37.889411,-122.567447,"47","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"KentCreekTrail"
"SH","YoY",1,14236,42,4773,502,"2020-08-03",2020,37.889411,-122.567447,"47","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"KentCreekTrail"
"CO","YoY",0,14237,43,4774,509,"2020-08-03",2020,37.89,-122.567983,"48","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"KentCreekTrail"
"SH","YoY",1,14237,43,4774,509,"2020-08-03",2020,37.89,-122.567983,"48","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"KentCreekTrail"
"SH","1+",1,14237,43,4774,509,"2020-08-03",2020,37.89,-122.567983,"48","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"KentCreekTrail"
"CO","YoY",0,14238,43,4775,515,"2020-08-03",2020,37.89,-122.567983,"48","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"SH","YoY",1,14238,43,4775,515,"2020-08-03",2020,37.89,-122.567983,"48","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"SH","1+",14,14238,43,4775,515,"2020-08-03",2020,37.89,-122.567983,"48","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"CO","YoY",0,14239,44,4776,537,"2020-08-03",2020,37.890641,-122.568603,"49","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"SH","YoY",1,14239,44,4776,537,"2020-08-03",2020,37.890641,-122.568603,"49","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"SH","1+",10,14239,44,4776,537,"2020-08-03",2020,37.890641,-122.568603,"49","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"CO","YoY",0,14240,46,4777,546,"2020-08-03",2020,37.890993,-122.569527,"50","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",120,"Dipsea"
"SH","YoY",1,14240,46,4777,546,"2020-08-03",2020,37.890993,-122.569527,"50","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",120,"Dipsea"
"SH","1+",4,14240,46,4777,546,"2020-08-03",2020,37.890993,-122.569527,"50","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",120,"Dipsea"
"SH","1+",8,14241,47,4778,560,"2020-08-03",2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"Dipsea"
"CO","YoY",0,14241,47,4778,560,"2020-08-03",2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"Dipsea"
"SH","YoY",1,14241,47,4778,560,"2020-08-03",2020,37.891506,-122.570365,"51","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"Dipsea"
"SH","1+",0,14242,48,4779,564,"2020-08-03",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"Dipsea"
"CO","YoY",1,14242,48,4779,564,"2020-08-03",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"Dipsea"
"SH","YoY",1,14242,48,4779,564,"2020-08-03",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"Dipsea"
"CO","YoY",5,14243,48,4780,570,"2020-08-03",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"Dipsea"
"SH","YoY",1,14243,48,4780,570,"2020-08-03",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"Dipsea"
"SH","1+",1,14243,48,4780,570,"2020-08-03",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"Dipsea"
"SH","1+",1,14244,50,4781,590,"2020-08-03",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",360,"Dipsea"
"CO","YoY",0,14244,50,4781,590,"2020-08-03",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",360,"Dipsea"
"SH","YoY",1,14244,50,4781,590,"2020-08-03",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",360,"Dipsea"
"SH","1+",1,14245,50,4782,593,"2020-08-03",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",480,"Dipsea"
"CO","YoY",12,14245,50,4782,593,"2020-08-03",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",480,"Dipsea"
"SH","YoY",1,14245,50,4782,593,"2020-08-03",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",480,"Dipsea"
"CO","YoY",1,14246,52,4783,604,"2020-08-03",2020,37.893881,-122.574634,"56","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"Dipsea"
"SH","YoY",1,14246,52,4783,604,"2020-08-03",2020,37.893881,-122.574634,"56","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"Dipsea"
"SH","1+",0,14246,52,4783,604,"2020-08-03",2020,37.893881,-122.574634,"56","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"Dipsea"
"SH","YoY",1,14247,54,4784,627,"2020-08-03",2020,37.895254,-122.575108,"58","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"Dipsea"
"SH","1+",4,14247,54,4784,627,"2020-08-03",2020,37.895254,-122.575108,"58","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"Dipsea"
"CO","YoY",3,14247,54,4784,627,"2020-08-03",2020,37.895254,-122.575108,"58","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"Dipsea"
"CO","YoY",0,14248,54,4785,629,"2020-08-03",2020,37.895254,-122.575108,"58","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",60,"Dipsea"
"SH","YoY",1,14248,54,4785,629,"2020-08-03",2020,37.895254,-122.575108,"58","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",60,"Dipsea"
"SH","1+",1,14248,54,4785,629,"2020-08-03",2020,37.895254,-122.575108,"58","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",60,"Dipsea"
"CO","YoY",1,14249,57,4786,645,"2020-08-04",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",420,"Dipsea"
"SH","YoY",1,14249,57,4786,645,"2020-08-04",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",420,"Dipsea"
"SH","1+",8,14249,57,4786,645,"2020-08-04",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",420,"Dipsea"
"CO","YoY",0,14250,58,4787,663,"2020-08-04",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",300,"Dipsea"
"SH","YoY",1,14250,58,4787,663,"2020-08-04",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",300,"Dipsea"
"SH","1+",0,14250,58,4787,663,"2020-08-04",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",300,"Dipsea"
"CO","YoY",1,14251,59,4788,669,"2020-08-04",2020,37.898441,-122.576095,"62","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"Dipsea"
"SH","YoY",1,14251,59,4788,669,"2020-08-04",2020,37.898441,-122.576095,"62","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"Dipsea"
"SH","1+",4,14251,59,4788,669,"2020-08-04",2020,37.898441,-122.576095,"62","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"Dipsea"
"CO","YoY",0,14252,61,4789,685,"2020-08-04",2020,37.899801,-122.577489,"64","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"Dipsea"
"SH","YoY",0,14252,61,4789,685,"2020-08-04",2020,37.899801,-122.577489,"64","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"Dipsea"
"SH","1+",0,14252,61,4789,685,"2020-08-04",2020,37.899801,-122.577489,"64","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"Dipsea"
"CO","YoY",0,14253,61,4790,686,"2020-08-04",2020,37.899801,-122.577489,"64","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",120,"Dipsea"
"SH","1+",0,14253,61,4790,686,"2020-08-04",2020,37.899801,-122.577489,"64","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",120,"Dipsea"
"SH","YoY",1,14253,61,4790,686,"2020-08-04",2020,37.899801,-122.577489,"64","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",120,"Dipsea"
"CO","YoY",0,14254,62,4791,700,"2020-08-04",2020,37.900299,-122.57827,"65","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",360,"Dipsea"
"SH","YoY",1,14254,62,4791,700,"2020-08-04",2020,37.900299,-122.57827,"65","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",360,"Dipsea"
"SH","1+",0,14254,62,4791,700,"2020-08-04",2020,37.900299,-122.57827,"65","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",360,"Dipsea"
"CO","YoY",0,14255,63,4792,713,"2020-08-04",2020,37.900941,-122.579293,"66","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"Dipsea"
"SH","YoY",6,14255,63,4792,713,"2020-08-04",2020,37.900941,-122.579293,"66","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"Dipsea"
"SH","1+",0,14255,63,4792,713,"2020-08-04",2020,37.900941,-122.579293,"66","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"Dipsea"
"CO","YoY",0,14256,65,4793,733,"2020-08-04",2020,37.901088,-122.581296,"68","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"Dipsea"
"SH","YoY",1,14256,65,4793,733,"2020-08-04",2020,37.901088,-122.581296,"68","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"Dipsea"
"SH","1+",2,14256,65,4793,733,"2020-08-04",2020,37.901088,-122.581296,"68","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"Dipsea"
"CO","YoY",0,14257,65,4794,738,"2020-08-04",2020,37.901088,-122.581296,"68","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",60,"Dipsea"
